region,country,food_category,food_category_type,product_type,consumption,co2_emmission
South America,Chile,Beef,Beef,Animal,23.86,736.27
South America,Chile,Lamb & Goat,Other Meat (inc. Fish),Animal,0.42,14.71
South America,Chile,Fish,Other Meat (inc. Fish),Animal,7.65,12.21
South America,Chile,Eggs,Poultry (inc. Eggs),Animal,9.97,9.16
South America,Chile,Milk - inc. cheese,Milk (inc. cheese),Animal,116.11,165.39
South America,Chile,Wheat and Wheat Products,Grains,Plant,104.74,19.97
South America,Chile,Rice,Grains,Plant,8.85,11.33
South America,Chile,Soybeans,Legumes,Plant,0.04,0.02
South America,Chile,Nuts inc. Peanut Butter,Legumes,Plant,2.22,3.93
South America,Venezuela,Pork,Other Meat (inc. Fish),Animal,7.23,25.59
South America,Venezuela,Poultry,Poultry (inc. Eggs),Animal,39.28,42.19
South America,Venezuela,Beef,Beef,Animal,25.89,798.91
South America,Venezuela,Lamb & Goat,Other Meat (inc. Fish),Animal,0.32,11.21
South America,Venezuela,Fish,Other Meat (inc. Fish),Animal,8.34,13.32
South America,Venezuela,Eggs,Poultry (inc. Eggs),Animal,5.63,5.17
South America,Venezuela,Milk - inc. cheese,Milk (inc. cheese),Animal,117.79,167.78
South America,Venezuela,Wheat and Wheat Products,Grains,Plant,49.17,9.38
South America,Venezuela,Rice,Grains,Plant,23.39,29.93
South America,Venezuela,Soybeans,Legumes,Plant,0,0
South America,Venezuela,Nuts inc. Peanut Butter,Legumes,Plant,0.35,0.62
Europe,Belgium,Pork,Other Meat (inc. Fish),Animal,38.65,136.8
Europe,Belgium,Poultry,Poultry (inc. Eggs),Animal,12.2,13.11
Europe,Belgium,Beef,Beef,Animal,15.63,482.31
Europe,Belgium,Lamb & Goat,Other Meat (inc. Fish),Animal,1.32,46.23
Europe,Belgium,Fish,Other Meat (inc. Fish),Animal,18.97,30.29
Europe,Belgium,Eggs,Poultry (inc. Eggs),Animal,12.59,11.57
Europe,Belgium,Milk - inc. cheese,Milk (inc. cheese),Animal,236.19,336.43
Europe,Belgium,Wheat and Wheat Products,Grains,Plant,111.91,21.34
Europe,Belgium,Rice,Grains,Plant,8.61,11.02
Europe,Belgium,Soybeans,Legumes,Plant,0.07,0.03
Europe,Belgium,Nuts inc. Peanut Butter,Legumes,Plant,7.32,12.96
Europe,Germany,Pork,Other Meat (inc. Fish),Animal,51.81,183.38
Europe,Germany,Poultry,Poultry (inc. Eggs),Animal,17.75,19.07
Europe,Germany,Beef,Beef,Animal,13.16,406.09
Europe,Germany,Lamb & Goat,Other Meat (inc. Fish),Animal,0.73,25.56
Europe,Germany,Fish,Other Meat (inc. Fish),Animal,11.16,17.82
Europe,Germany,Eggs,Poultry (inc. Eggs),Animal,12.2,11.21
Europe,Germany,Milk - inc. cheese,Milk (inc. cheese),Animal,258.7,368.49
Europe,Germany,Wheat and Wheat Products,Grains,Plant,83.41,15.91
Europe,Germany,Rice,Grains,Plant,3.34,4.27
Europe,Germany,Soybeans,Legumes,Plant,0.88,0.4
Europe,Germany,Nuts inc. Peanut Butter,Legumes,Plant,7.96,14.09
Europe,Russia,Pork,Other Meat (inc. Fish),Animal,25.66,90.82
Europe,Russia,Poultry,Poultry (inc. Eggs),Animal,27.5,29.54
Europe,Russia,Beef,Beef,Animal,16.98,523.97
Europe,Russia,Lamb & Goat,Other Meat (inc. Fish),Animal,1.4,49.03
Europe,Russia,Fish,Other Meat (inc. Fish),Animal,20.82,33.24
Europe,Russia,Eggs,Poultry (inc. Eggs),Animal,15.43,14.17
Europe,Russia,Milk - inc. cheese,Milk (inc. cheese),Animal,163.57,232.99
Europe,Russia,Wheat and Wheat Products,Grains,Plant,130.99,24.98
Europe,Russia,Rice,Grains,Plant,4.71,6.03
Europe,Russia,Soybeans,Legumes,Plant,0.05,0.02
Europe,Russia,Nuts inc. Peanut Butter,Legumes,Plant,1.62,2.87
Europe,Croatia,Pork,Other Meat (inc. Fish),Animal,42.79,151.46
Europe,Croatia,Poultry,Poultry (inc. Eggs),Animal,8.52,9.15
Europe,Croatia,Beef,Beef,Animal,12.41,382.95
Europe,Croatia,Lamb & Goat,Other Meat (inc. Fish),Animal,1.71,59.88
Europe,Croatia,Fish,Other Meat (inc. Fish),Animal,15.83,25.28
Europe,Croatia,Eggs,Poultry (inc. Eggs),Animal,8.48,7.79
Europe,Croatia,Milk - inc. cheese,Milk (inc. cheese),Animal,231.02,329.06
Europe,Croatia,Wheat and Wheat Products,Grains,Plant,106.59,20.33
Europe,Croatia,Rice,Grains,Plant,2.64,3.38
Europe,Croatia,Soybeans,Legumes,Plant,0,0
Europe,Croatia,Nuts inc. Peanut Butter,Legumes,Plant,3.88,6.87
Europe,Belarus,Pork,Other Meat (inc. Fish),Animal,40.37,142.89
Europe,Belarus,Poultry,Poultry (inc. Eggs),Animal,31.29,33.61
Europe,Belarus,Beef,Beef,Animal,17.11,527.98
Europe,Belarus,Lamb & Goat,Other Meat (inc. Fish),Animal,0.11,3.85
Europe,Belarus,Fish,Other Meat (inc. Fish),Animal,15.75,25.15
Europe,Belarus,Eggs,Poultry (inc. Eggs),Animal,15.86,14.57
Europe,Belarus,Milk - inc. cheese,Milk (inc. cheese),Animal,133.73,190.49
Europe,Belarus,Wheat and Wheat Products,Grains,Plant,60.48,11.53
Europe,Belarus,Rice,Grains,Plant,3.17,4.06
Europe,Belarus,Soybeans,Legumes,Plant,0.3,0.14
Europe,Belarus,Nuts inc. Peanut Butter,Legumes,Plant,3.36,5.95
Europe,Spain,Pork,Other Meat (inc. Fish),Animal,48.92,173.15
Europe,Spain,Poultry,Poultry (inc. Eggs),Animal,28.63,30.75
Europe,Spain,Beef,Beef,Animal,12.15,374.92
Europe,Spain,Lamb & Goat,Other Meat (inc. Fish),Animal,2.16,75.64
Europe,Spain,Fish,Other Meat (inc. Fish),Animal,28.83,46.03
Europe,Spain,Eggs,Poultry (inc. Eggs),Animal,13.32,12.24
Europe,Spain,Milk - inc. cheese,Milk (inc. cheese),Animal,164.29,234.01
Europe,Spain,Wheat and Wheat Products,Grains,Plant,93.88,17.9
Europe,Spain,Rice,Grains,Plant,8.32,10.65
Europe,Spain,Soybeans,Legumes,Plant,0.02,0.01
Europe,Spain,Nuts inc. Peanut Butter,Legumes,Plant,7.44,13.17
South America,Paraguay,Pork,Other Meat (inc. Fish),Animal,26.24,92.88
South America,Paraguay,Poultry,Poultry (inc. Eggs),Animal,6.39,6.86
South America,Paraguay,Beef,Beef,Animal,19.81,611.29
South America,Paraguay,Lamb & Goat,Other Meat (inc. Fish),Animal,0.56,19.61
South America,Paraguay,Fish,Other Meat (inc. Fish),Animal,3.6,5.75
South America,Paraguay,Eggs,Poultry (inc. Eggs),Animal,18.83,17.3
South America,Paraguay,Milk - inc. cheese,Milk (inc. cheese),Animal,75.72,107.86
South America,Paraguay,Wheat and Wheat Products,Grains,Plant,31.51,6.01
South America,Paraguay,Rice,Grains,Plant,4.91,6.28
South America,Paraguay,Soybeans,Legumes,Plant,0,0
South America,Paraguay,Nuts inc. Peanut Butter,Legumes,Plant,1.6,2.83
Oceania,New Caledonia,Pork,Other Meat (inc. Fish),Animal,19.9,70.44
Oceania,New Caledonia,Poultry,Poultry (inc. Eggs),Animal,44.36,47.65
Oceania,New Caledonia,Beef,Beef,Animal,16.07,495.89
Oceania,New Caledonia,Lamb & Goat,Other Meat (inc. Fish),Animal,1.95,68.29
Oceania,New Caledonia,Fish,Other Meat (inc. Fish),Animal,19.38,30.94
Oceania,New Caledonia,Eggs,Poultry (inc. Eggs),Animal,8.85,8.13
Oceania,New Caledonia,Milk - inc. cheese,Milk (inc. cheese),Animal,108,153.84
Oceania,New Caledonia,Wheat and Wheat Products,Grains,Plant,81.75,15.59
Oceania,New Caledonia,Rice,Grains,Plant,17.47,22.36
Oceania,New Caledonia,Soybeans,Legumes,Plant,0.55,0.25
Oceania,New Caledonia,Nuts inc. Peanut Butter,Legumes,Plant,2.96,5.24
Africa,South Africa,Pork,Other Meat (inc. Fish),Animal,4.16,14.72
Africa,South Africa,Poultry,Poultry (inc. Eggs),Animal,37.57,40.36
Africa,South Africa,Beef,Beef,Animal,18.03,556.37
Africa,South Africa,Lamb & Goat,Other Meat (inc. Fish),Animal,4.28,149.89
Africa,South Africa,Fish,Other Meat (inc. Fish),Animal,5.56,8.88
Africa,South Africa,Eggs,Poultry (inc. Eggs),Animal,7.21,6.62
Africa,South Africa,Milk - inc. cheese,Milk (inc. cheese),Animal,55.75,79.41
Africa,South Africa,Wheat and Wheat Products,Grains,Plant,60.13,11.47
Africa,South Africa,Rice,Grains,Plant,17.41,22.28
Africa,South Africa,Soybeans,Legumes,Plant,1.27,0.57
Africa,South Africa,Nuts inc. Peanut Butter,Legumes,Plant,1.04,1.84
North America,Barbados,Pork,Other Meat (inc. Fish),Animal,8.3,29.38
North America,Barbados,Poultry,Poultry (inc. Eggs),Animal,42.62,45.78
North America,Barbados,Beef,Beef,Animal,13.13,405.16
North America,Barbados,Lamb & Goat,Other Meat (inc. Fish),Animal,4.08,142.88
North America,Barbados,Fish,Other Meat (inc. Fish),Animal,37.41,59.73
North America,Barbados,Eggs,Poultry (inc. Eggs),Animal,9.61,8.83
North America,Barbados,Milk - inc. cheese,Milk (inc. cheese),Animal,110.48,157.37
North America,Barbados,Wheat and Wheat Products,Grains,Plant,65.71,12.53
North America,Barbados,Rice,Grains,Plant,15.66,20.04
North America,Barbados,Soybeans,Legumes,Plant,0.1,0.05
North America,Barbados,Nuts inc. Peanut Butter,Legumes,Plant,4.16,7.36
Europe,Lithuania,Pork,Other Meat (inc. Fish),Animal,45.67,161.65
Europe,Lithuania,Poultry,Poultry (inc. Eggs),Animal,26.84,28.83
Europe,Lithuania,Beef,Beef,Animal,4.49,138.55
Europe,Lithuania,Lamb & Goat,Other Meat (inc. Fish),Animal,0.24,8.4
Europe,Lithuania,Fish,Other Meat (inc. Fish),Animal,42.39,67.68
Europe,Lithuania,Eggs,Poultry (inc. Eggs),Animal,13.11,12.04
Europe,Lithuania,Milk - inc. cheese,Milk (inc. cheese),Animal,295.46,420.85
Europe,Lithuania,Wheat and Wheat Products,Grains,Plant,121.59,23.19
Europe,Lithuania,Rice,Grains,Plant,3.07,3.93
Europe,Lithuania,Soybeans,Legumes,Plant,0.02,0.01
Europe,Lithuania,Nuts inc. Peanut Butter,Legumes,Plant,2.13,3.77
Europe,Turkey,Pork,Other Meat (inc. Fish),Animal,0.01,0.04
Europe,Turkey,Poultry,Poultry (inc. Eggs),Animal,18.78,20.17
Europe,Turkey,Beef,Beef,Animal,11.64,359.19
Europe,Turkey,Lamb & Goat,Other Meat (inc. Fish),Animal,4.68,163.89
Europe,Turkey,Fish,Other Meat (inc. Fish),Animal,5.58,8.91
Europe,Turkey,Eggs,Poultry (inc. Eggs),Animal,8.2,7.53
Europe,Turkey,Milk - inc. cheese,Milk (inc. cheese),Animal,193.94,276.25
Europe,Turkey,Wheat and Wheat Products,Grains,Plant,169.96,32.41
Europe,Turkey,Rice,Grains,Plant,10.74,13.74
Europe,Turkey,Soybeans,Legumes,Plant,1.71,0.77
Europe,Turkey,Nuts inc. Peanut Butter,Legumes,Plant,7.97,14.11
Europe,Estonia,Pork,Other Meat (inc. Fish),Animal,29.68,105.05
Europe,Estonia,Poultry,Poultry (inc. Eggs),Animal,21.11,22.68
Europe,Estonia,Beef,Beef,Animal,7.19,221.87
Europe,Estonia,Lamb & Goat,Other Meat (inc. Fish),Animal,0.44,15.41
Europe,Estonia,Fish,Other Meat (inc. Fish),Animal,12.78,20.41
Europe,Estonia,Eggs,Poultry (inc. Eggs),Animal,12.66,11.63
Europe,Estonia,Milk - inc. cheese,Milk (inc. cheese),Animal,284.85,405.74
Europe,Estonia,Wheat and Wheat Products,Grains,Plant,89.36,17.04
Europe,Estonia,Rice,Grains,Plant,2.56,3.28
Europe,Estonia,Soybeans,Legumes,Plant,0.04,0.02
Europe,Estonia,Nuts inc. Peanut Butter,Legumes,Plant,4.29,7.59
North America,Mexico,Pork,Other Meat (inc. Fish),Animal,15.23,53.91
North America,Mexico,Poultry,Poultry (inc. Eggs),Animal,30.12,32.35
North America,Mexico,Beef,Beef,Animal,15.33,473.05
North America,Mexico,Lamb & Goat,Other Meat (inc. Fish),Animal,0.89,31.17
North America,Mexico,Fish,Other Meat (inc. Fish),Animal,7.56,12.07
North America,Mexico,Eggs,Poultry (inc. Eggs),Animal,18.34,16.85
North America,Mexico,Milk - inc. cheese,Milk (inc. cheese),Animal,111.87,159.35
North America,Mexico,Wheat and Wheat Products,Grains,Plant,35.21,6.71
North America,Mexico,Rice,Grains,Plant,5.64,7.22
North America,Mexico,Soybeans,Legumes,Plant,0.02,0.01
North America,Mexico,Nuts inc. Peanut Butter,Legumes,Plant,2.51,4.44
North America,Costa Rica,Pork,Other Meat (inc. Fish),Animal,10.28,36.39
North America,Costa Rica,Poultry,Poultry (inc. Eggs),Animal,24.47,26.29
North America,Costa Rica,Beef,Beef,Animal,15.23,469.97
North America,Costa Rica,Lamb & Goat,Other Meat (inc. Fish),Animal,0.02,0.7
North America,Costa Rica,Fish,Other Meat (inc. Fish),Animal,11.32,18.07
North America,Costa Rica,Eggs,Poultry (inc. Eggs),Animal,10.55,9.69
North America,Costa Rica,Milk - inc. cheese,Milk (inc. cheese),Animal,183.28,261.06
North America,Costa Rica,Wheat and Wheat Products,Grains,Plant,39.31,7.5
North America,Costa Rica,Rice,Grains,Plant,45.69,58.47
North America,Costa Rica,Soybeans,Legumes,Plant,1.54,0.69
North America,Costa Rica,Nuts inc. Peanut Butter,Legumes,Plant,1.38,2.44
South America,Bolivia,Pork,Other Meat (inc. Fish),Animal,8.89,31.47
South America,Bolivia,Poultry,Poultry (inc. Eggs),Animal,34.31,36.86
South America,Bolivia,Beef,Beef,Animal,19.78,610.37
South America,Bolivia,Lamb & Goat,Other Meat (inc. Fish),Animal,1.72,60.23
South America,Bolivia,Fish,Other Meat (inc. Fish),Animal,2.18,3.48
South America,Bolivia,Eggs,Poultry (inc. Eggs),Animal,5.18,4.76
South America,Bolivia,Milk - inc. cheese,Milk (inc. cheese),Animal,46.04,65.58
South America,Bolivia,Wheat and Wheat Products,Grains,Plant,49.99,9.53
South America,Bolivia,Rice,Grains,Plant,26.99,34.54
South America,Bolivia,Soybeans,Legumes,Plant,0.01,0
South America,Bolivia,Nuts inc. Peanut Butter,Legumes,Plant,9.16,16.21
South America,Ecuador,Pork,Other Meat (inc. Fish),Animal,14.44,51.11
South America,Ecuador,Poultry,Poultry (inc. Eggs),Animal,21.85,23.47
South America,Ecuador,Beef,Beef,Animal,16.61,512.55
South America,Ecuador,Lamb & Goat,Other Meat (inc. Fish),Animal,0.44,15.41
South America,Ecuador,Fish,Other Meat (inc. Fish),Animal,5.17,8.25
South America,Ecuador,Eggs,Poultry (inc. Eggs),Animal,8.01,7.36
South America,Ecuador,Milk - inc. cheese,Milk (inc. cheese),Animal,139.6,198.85
South America,Ecuador,Wheat and Wheat Products,Grains,Plant,39.19,7.47
South America,Ecuador,Rice,Grains,Plant,45.07,57.68
South America,Ecuador,Soybeans,Legumes,Plant,0,0
South America,Ecuador,Nuts inc. Peanut Butter,Legumes,Plant,0.98,1.73
North America,Panama,Pork,Other Meat (inc. Fish),Animal,13.48,47.71
North America,Panama,Poultry,Poultry (inc. Eggs),Animal,30.81,33.1
North America,Panama,Beef,Beef,Animal,20.4,629.5
North America,Panama,Lamb & Goat,Other Meat (inc. Fish),Animal,0.01,0.35
North America,Panama,Fish,Other Meat (inc. Fish),Animal,11.05,17.64
North America,Panama,Eggs,Poultry (inc. Eggs),Animal,4.53,4.16
North America,Panama,Milk - inc. cheese,Milk (inc. cheese),Animal,70.29,100.12
North America,Panama,Wheat and Wheat Products,Grains,Plant,38.96,7.43
North America,Panama,Rice,Grains,Plant,66.42,85
North America,Panama,Soybeans,Legumes,Plant,3.53,1.59
North America,Panama,Nuts inc. Peanut Butter,Legumes,Plant,1.05,1.86
Europe,Czech Republic,Pork,Other Meat (inc. Fish),Animal,41.17,145.72
Europe,Czech Republic,Poultry,Poultry (inc. Eggs),Animal,19.09,20.51
Europe,Czech Republic,Beef,Beef,Animal,8.15,251.49
Europe,Czech Republic,Lamb & Goat,Other Meat (inc. Fish),Animal,0.34,11.91
Europe,Czech Republic,Fish,Other Meat (inc. Fish),Animal,8.25,13.17
Europe,Czech Republic,Eggs,Poultry (inc. Eggs),Animal,11.66,10.71
Europe,Czech Republic,Milk - inc. cheese,Milk (inc. cheese),Animal,195.2,278.04
Europe,Czech Republic,Wheat and Wheat Products,Grains,Plant,92.67,17.67
Europe,Czech Republic,Rice,Grains,Plant,4.79,6.13
Europe,Czech Republic,Soybeans,Legumes,Plant,0.82,0.37
Europe,Czech Republic,Nuts inc. Peanut Butter,Legumes,Plant,2.47,4.37
Europe,Romania,Pork,Other Meat (inc. Fish),Animal,25.31,89.58
Europe,Romania,Poultry,Poultry (inc. Eggs),Animal,15.38,16.52
Europe,Romania,Beef,Beef,Animal,4.78,147.5
Europe,Romania,Lamb & Goat,Other Meat (inc. Fish),Animal,3.41,119.42
Europe,Romania,Fish,Other Meat (inc. Fish),Animal,6.07,9.69
Europe,Romania,Eggs,Poultry (inc. Eggs),Animal,12.94,11.89
Europe,Romania,Milk - inc. cheese,Milk (inc. cheese),Animal,238.33,339.48
Europe,Romania,Wheat and Wheat Products,Grains,Plant,134.87,25.72
Europe,Romania,Rice,Grains,Plant,2.59,3.31
Europe,Romania,Soybeans,Legumes,Plant,0.01,0
Europe,Romania,Nuts inc. Peanut Butter,Legumes,Plant,1.8,3.19
South America,Colombia,Pork,Other Meat (inc. Fish),Animal,6.51,23.04
South America,Colombia,Poultry,Poultry (inc. Eggs),Animal,27.57,29.62
South America,Colombia,Beef,Beef,Animal,16.36,504.84
South America,Colombia,Lamb & Goat,Other Meat (inc. Fish),Animal,0.21,7.35
South America,Colombia,Fish,Other Meat (inc. Fish),Animal,6.01,9.6
South America,Colombia,Eggs,Poultry (inc. Eggs),Animal,10.78,9.9
South America,Colombia,Milk - inc. cheese,Milk (inc. cheese),Animal,108.47,154.5
South America,Colombia,Wheat and Wheat Products,Grains,Plant,29.79,5.68
South America,Colombia,Rice,Grains,Plant,28.02,35.86
South America,Colombia,Soybeans,Legumes,Plant,0.89,0.4
South America,Colombia,Nuts inc. Peanut Butter,Legumes,Plant,0.42,0.74
Asia,Maldives,Pork,Other Meat (inc. Fish),Animal,1.22,4.32
Asia,Maldives,Poultry,Poultry (inc. Eggs),Animal,18.47,19.84
Asia,Maldives,Beef,Beef,Animal,9.44,291.3
Asia,Maldives,Lamb & Goat,Other Meat (inc. Fish),Animal,0.7,24.51
Asia,Maldives,Fish,Other Meat (inc. Fish),Animal,179.71,286.94
Asia,Maldives,Eggs,Poultry (inc. Eggs),Animal,10.79,9.91
Asia,Maldives,Milk - inc. cheese,Milk (inc. cheese),Animal,111.47,158.78
Asia,Maldives,Wheat and Wheat Products,Grains,Plant,77.77,14.83
Asia,Maldives,Rice,Grains,Plant,50.73,64.92
Asia,Maldives,Soybeans,Legumes,Plant,0.2,0.09
Asia,Maldives,Nuts inc. Peanut Butter,Legumes,Plant,15.83,28.02
Europe,Cyprus,Pork,Other Meat (inc. Fish),Animal,38.38,135.85
Europe,Cyprus,Poultry,Poultry (inc. Eggs),Animal,24.45,26.26
Europe,Cyprus,Beef,Beef,Animal,5.79,178.67
Europe,Cyprus,Lamb & Goat,Other Meat (inc. Fish),Animal,5.05,176.85
Europe,Cyprus,Fish,Other Meat (inc. Fish),Animal,14.86,23.73
Europe,Cyprus,Eggs,Poultry (inc. Eggs),Animal,8.98,8.25
Europe,Cyprus,Milk - inc. cheese,Milk (inc. cheese),Animal,113.31,161.4
Europe,Cyprus,Wheat and Wheat Products,Grains,Plant,83.25,15.88
Europe,Cyprus,Rice,Grains,Plant,4.94,6.32
Europe,Cyprus,Soybeans,Legumes,Plant,0.04,0.02
Europe,Cyprus,Nuts inc. Peanut Butter,Legumes,Plant,4.6,8.14
Europe,Serbia,Pork,Other Meat (inc. Fish),Animal,32.04,113.41
Europe,Serbia,Poultry,Poultry (inc. Eggs),Animal,10.64,11.43
Europe,Serbia,Beef,Beef,Animal,7.05,217.55
Europe,Serbia,Lamb & Goat,Other Meat (inc. Fish),Animal,3.56,124.67
Europe,Serbia,Fish,Other Meat (inc. Fish),Animal,5.59,8.93
Europe,Serbia,Eggs,Poultry (inc. Eggs),Animal,8.89,8.17
Europe,Serbia,Milk - inc. cheese,Milk (inc. cheese),Animal,148.53,211.57
Europe,Serbia,Wheat and Wheat Products,Grains,Plant,105.88,20.19
Europe,Serbia,Rice,Grains,Plant,1.22,1.56
Europe,Serbia,Soybeans,Legumes,Plant,0,0
Europe,Serbia,Nuts inc. Peanut Butter,Legumes,Plant,3.31,5.86
Asia,United Arab Emirates,Pork,Other Meat (inc. Fish),Animal,0,0
Asia,United Arab Emirates,Poultry,Poultry (inc. Eggs),Animal,41.04,44.09
Asia,United Arab Emirates,Beef,Beef,Animal,5.64,174.04
Asia,United Arab Emirates,Lamb & Goat,Other Meat (inc. Fish),Animal,9.08,317.98
Asia,United Arab Emirates,Fish,Other Meat (inc. Fish),Animal,20.41,32.59
Asia,United Arab Emirates,Eggs,Poultry (inc. Eggs),Animal,8.23,7.56
Asia,United Arab Emirates,Milk - inc. cheese,Milk (inc. cheese),Animal,132.66,188.96
Asia,United Arab Emirates,Wheat and Wheat Products,Grains,Plant,101.29,19.32
Asia,United Arab Emirates,Rice,Grains,Plant,56.25,71.98
Asia,United Arab Emirates,Soybeans,Legumes,Plant,0.08,0.04
Asia,United Arab Emirates,Nuts inc. Peanut Butter,Legumes,Plant,23.03,40.76
Africa,Algeria,Pork,Other Meat (inc. Fish),Animal,0,0
Africa,Algeria,Poultry,Poultry (inc. Eggs),Animal,7.42,7.97
Africa,Algeria,Beef,Beef,Animal,5.6,172.8
Africa,Algeria,Lamb & Goat,Other Meat (inc. Fish),Animal,7.69,269.3
Africa,Algeria,Fish,Other Meat (inc. Fish),Animal,3.74,5.97
Africa,Algeria,Eggs,Poultry (inc. Eggs),Animal,8.06,7.4
Africa,Algeria,Milk - inc. cheese,Milk (inc. cheese),Animal,141.53,201.6
Africa,Algeria,Wheat and Wheat Products,Grains,Plant,185.42,35.36
Africa,Algeria,Rice,Grains,Plant,2.97,3.8
Africa,Algeria,Soybeans,Legumes,Plant,0,0
Africa,Algeria,Nuts inc. Peanut Butter,Legumes,Plant,2.08,3.68
Europe,Ukraine,Pork,Other Meat (inc. Fish),Animal,20.56,72.77
Europe,Ukraine,Poultry,Poultry (inc. Eggs),Animal,24.23,26.03
Europe,Ukraine,Beef,Beef,Animal,8.96,276.49
Europe,Ukraine,Lamb & Goat,Other Meat (inc. Fish),Animal,0.41,14.36
Europe,Ukraine,Fish,Other Meat (inc. Fish),Animal,15.23,24.32
Europe,Ukraine,Eggs,Poultry (inc. Eggs),Animal,18.01,16.54
Europe,Ukraine,Milk - inc. cheese,Milk (inc. cheese),Animal,145.03,206.58
Europe,Ukraine,Wheat and Wheat Products,Grains,Plant,105.15,20.05
Europe,Ukraine,Rice,Grains,Plant,3,3.84
Europe,Ukraine,Soybeans,Legumes,Plant,0.02,0.01
Europe,Ukraine,Nuts inc. Peanut Butter,Legumes,Plant,2.68,4.74
Asia,Pakistan,Pork,Other Meat (inc. Fish),Animal,0,0
Asia,Pakistan,Poultry,Poultry (inc. Eggs),Animal,5.01,5.38
Asia,Pakistan,Beef,Beef,Animal,8.82,272.17
Asia,Pakistan,Lamb & Goat,Other Meat (inc. Fish),Animal,2.46,86.15
Asia,Pakistan,Fish,Other Meat (inc. Fish),Animal,1.87,2.99
Asia,Pakistan,Eggs,Poultry (inc. Eggs),Animal,2.95,2.71
Asia,Pakistan,Milk - inc. cheese,Milk (inc. cheese),Animal,183.13,260.85
Asia,Pakistan,Wheat and Wheat Products,Grains,Plant,113.63,21.67
Asia,Pakistan,Rice,Grains,Plant,12.25,15.68
Asia,Pakistan,Soybeans,Legumes,Plant,0,0
Asia,Pakistan,Nuts inc. Peanut Butter,Legumes,Plant,0.83,1.47
Africa,Swaziland,Pork,Other Meat (inc. Fish),Animal,2.43,8.6
Africa,Swaziland,Poultry,Poultry (inc. Eggs),Animal,6.18,6.64
Africa,Swaziland,Beef,Beef,Animal,15.1,465.95
Africa,Swaziland,Lamb & Goat,Other Meat (inc. Fish),Animal,1.94,67.94
Africa,Swaziland,Fish,Other Meat (inc. Fish),Animal,1.26,2.01
Africa,Swaziland,Eggs,Poultry (inc. Eggs),Animal,1.5,1.38
Africa,Swaziland,Milk - inc. cheese,Milk (inc. cheese),Animal,56.6,80.62
Africa,Swaziland,Wheat and Wheat Products,Grains,Plant,37.15,7.08
Africa,Swaziland,Rice,Grains,Plant,21.15,27.07
Africa,Swaziland,Soybeans,Legumes,Plant,0.55,0.25
Africa,Swaziland,Nuts inc. Peanut Butter,Legumes,Plant,6.44,11.4
Europe,Latvia,Pork,Other Meat (inc. Fish),Animal,34.96,123.74
Europe,Latvia,Poultry,Poultry (inc. Eggs),Animal,20.53,22.05
Europe,Latvia,Beef,Beef,Animal,5.11,157.68
Europe,Latvia,Lamb & Goat,Other Meat (inc. Fish),Animal,0.34,11.91
Europe,Latvia,Fish,Other Meat (inc. Fish),Animal,21.3,34.01
Europe,Latvia,Eggs,Poultry (inc. Eggs),Animal,14.03,12.89
Europe,Latvia,Milk - inc. cheese,Milk (inc. cheese),Animal,174.11,248
Europe,Latvia,Wheat and Wheat Products,Grains,Plant,72.13,13.76
